gold_000_line_013|"בְּלִי שֶׁזֶּה עָבַר דֶּרֶךְ הָעוֹרֵךְ הָרָאשִׁי אוֹ דֶּרֶךְ הַמַּנְכַּ""ל, אִילָן יְשׁוּעָה."|"בְּלִי שֶׁזֶּה עָבַר דֶּרֶךְ הָעוֹרֵךְ הָרָאשִׁי אוֹ דֶּרֶךְ הַמַּנְכַּ""ל, אִילָן יְשׁוּעָה."
gold_000_line_014|נָכוֹן מְאוֹד, וְלָכֵן הָ-אָה, מִיתוֹס הַזֶּה שֶׁל, אָה, חוֹמָה סִינִית בֵּין הַחֵלֶק שֶׁל הַתּוֹכֶן לְבֵין הַחֵלֶק, אָה, הַמִּסְחָרִי,|נָכוֹן מְאוֹד, וְלָכֵן הָ-אָה, מִיתוֹס הַזֶּה שֶׁל, אָה, חוֹמָה סִינִית בֵּין הַחֵלֶק שֶׁל הַתּוֹכֶן לְבֵין הַחֵלֶק, אָה, הַמִּסְחָרִי,
gold_000_line_015|זֶה לֹא שֶׁהִיא לֹא קַיֶּימֶת, הִיא קַיֶּימֶת, אֲבָל בְּהַרְבֵּה פְּעָמִים הִיא מְאוֹד מְאוֹד נְזִילָה.|זֶה לֹא שֶׁהִיא לֹא קַיֶּימֶת, הִיא קַיֶּימֶת, אֲבָל בְּהַרְבֵּה פְּעָמִים הִיא מְאוֹד מְאוֹד נְזִילָה.
gold_000_line_016|כְּשֶׁאֲנִי אוֹמֵר נְזִילָה אֲנִי מִתְכַּוֵּון לְזֶה שֶׁבְּסוֹפוֹ שֶׁל דִּבְרְ|כְּשֶׁאֲנִי אוֹמֵר נְזִילָה אֲנִי מִתְכַּוֵּון לְזֶה שֶׁבְּסוֹפוֹ שֶׁל דִּבְרְ
gold_000_line_017|הַמְּפֻרְסָמִים הַגְּדוֹלִים, הֵם גַּם הָאֲנָשִׁים שֶׁכּוֹתְבִים עֲלֵיהֶם.|הַמְּפֻרְסָמִים הַגְּדוֹלִים, הֵם גַּם הָאֲנָשִׁים שֶׁכּוֹתְבִים עֲלֵיהֶם.
gold_000_line_018|"הֵם הַבַּעֲלֵי עֲסָקִים הַגְּדוֹלִים, הֵם בַּעֲלֵי הַחֲבָרוֹת הַגְּדוֹלוֹת, הֵם הַמַּנְכָּ""לִים, וְהַרְבֵּה פְּעָמִים הֵם פָּשׁוּט יְרִימוּ אֶת הַטֶּלֶפוֹן הַזֶּה,"|"הֵם הַבַּעֲלֵי עֲסָקִים הַגְּדוֹלִים, הֵם בַּעֲלֵי הַחֲבָרוֹת הַגְּדוֹלוֹת, הֵם הַמַּנְכָּ""לִים, וְהַרְבֵּה פְּעָמִים הֵם פָּשׁוּט יְרִימוּ אֶת הַטֶּלֶפוֹן הַזֶּה,"
gold_000_line_019|וְהֵם לֹא דַּוְוקָא יְרִימוּ אֶת הַטֶּלֶפוֹן הַזֶּה לְבֶן אָדָם בַּמַּעֲרֶכֶת שֶׁאַחְרַאי עַל הַמּוֹדָעוּת,|וְהֵם לֹא דַּוְוקָא יְרִימוּ אֶת הַטֶּלֶפוֹן הַזֶּה לְבֶן אָדָם בַּמַּעֲרֶכֶת שֶׁאַחְרַאי עַל הַמּוֹדָעוּת,
gold_000_line_020|אֶלָּא הֵם הַרְבֵּה פְּעָמִים יְרִימוּ אֶת הַטֶּלֶפוֹן הַזֶּה לְמוֹצִיא לְאוֹר,|אֶלָּא הֵם הַרְבֵּה פְּעָמִים יְרִימוּ אֶת הַטֶּלֶפוֹן הַזֶּה לְמוֹצִיא לְאוֹר,
gold_000_line_021|אוֹ לְעוֹרֵךְ אוֹ לְעוֹרֶכֶת, הַרְבֵּה מֵעַל הָרֹאשׁ שֶׁל הַכְּתָב,|אוֹ לְעוֹרֵךְ אוֹ לְעוֹרֶכֶת, הַרְבֵּה מֵעַל הָרֹאשׁ שֶׁל הַכְּתָב,
gold_000_line_022|וְאִי-, אוֹ יַגִּידוּ בַּעֲדִינוּת, אוֹ יְרְמְזוּ בְּפָחוֹת עֲדִינוּת, וְיַזְכִּירוּ שֶׁיֵּשׁ אֵיזֶה שִׁיתּוּף פְּעוּלָּה מִסְחָרִי שֶׁאָמוּר לִקְרוֹת בְּקָרוֹב, אֵיזֶה כֶּנֶס,|וְאִי-, אוֹ יַגִּידוּ בַּעֲדִינוּת, אוֹ יְרְמְזוּ בְּפָחוֹת עֲדִינוּת, וְיַזְכִּירוּ שֶׁיֵּשׁ אֵיזֶה שִׁיתּוּף פְּעוּלָּה מִסְחָרִי שֶׁאָמוּר לִקְרוֹת בְּקָרוֹב, אֵיזֶה כֶּנֶס,
gold_000_line_023|אֵיזֶה, אֲנִי לֹא יוֹדֵעַ, מָה תּוֹכֶן שִׁיוּוּקִי אַחֵר, אֵיזֶשֶׁהוּ צֵ'ק מְאוֹד גָּדוֹל שֶׁהֵם שְׁמוֹ, כִּי זֶה לֹא תָּמִיד רַק מוֹדָעוֹת.|אֵיזֶה, אֲנִי לֹא יוֹדֵעַ, מָה תּוֹכֶן שִׁיוּוּקִי אַחֵר, אֵיזֶשֶׁהוּ צֵ'ק מְאוֹד גָּדוֹל שֶׁהֵם שְׁמוֹ, כִּי זֶה לֹא תָּמִיד רַק מוֹדָעוֹת.
gold_000_line_024|אָה, וְרֶמֶז רֶמֶז, עָדִיף שֶׁהַכַּתָּבָה הַזּוֹ לֹא תּוֹפִיעַ,|אָה, וְרֶמֶז רֶמֶז, עָדִיף שֶׁהַכַּתָּבָה הַזּוֹ לֹא תּוֹפִיעַ,
gold_000_line_025|אוֹ תְּרוּכֵךְ, אוֹ תַּעֲבוֹר לְאֵיזֶה עַמּוּד אֲחוֹרַי, אוֹ אֵיזֶשֶׁהוּ מַשֶּׁהוּ כָּזֶה.|אוֹ תְּרוּכֵךְ, אוֹ תַּעֲבוֹר לְאֵיזֶה עַמּוּד אֲחוֹרַי, אוֹ אֵיזֶשֶׁהוּ מַשֶּׁהוּ כָּזֶה.
gold_000_line_026|הַדְּבָרִים הָאֵלֶּה קוֹרִים…|הַדְּבָרִים הָאֵלֶּה קוֹרִים…
gold_000_line_027|וְאַגַּב, בְּתַעֲשִׂיָּיה, זֹאת אוֹמֶרֶת, בְּכָל פַּעַם שֶׁאֲנִי הוֹלֵךְ, אַהַמ… אֲנִי כְּבָר אַרְבַּע, כֵּן, אַרְבַּע שָׁנִים, חָמֵשׁ שָׁנִים, לֹא יוֹדֵעַ כַּמָּה כְּבָר בַּגוּף שִׁידּוּרְ|וְאַגַּב, בְּתַעֲשִׂיָּיה, זֹאת אוֹמֶרֶת, בְּכָל פַּעַם שֶׁאֲנִי הוֹלֵךְ, אַהַמ… אֲנִי כְּבָר אַרְבַּע, כֵּן, אַרְבַּע שָׁנִים, חָמֵשׁ שָׁנִים, לֹא יוֹדֵעַ כַּמָּה כְּבָר בַּגוּף שִׁידּוּרְ
gold_000_line_028|צִיבּוּרִי שָׂא-אֵין בּוֹ בְּעֶצֶם, אָה, פִּרְסוֹמוֹת, וְלָכֵן,|צִיבּוּרִי שָׂא-אֵין בּוֹ בְּעֶצֶם, אָה, פִּרְסוֹמוֹת, וְלָכֵן,
gold_000_line_029|אֶצְלֵנוּ הַלְּחָצִים הָאֵלֶּה, אָה, אָה, לֹא קַיָּימִים, אוֹ שֶׁאֲנִי לֹא רָאִיתִי אוֹתָם מֵעוֹלָם.|אֶצְלֵנוּ הַלְּחָצִים הָאֵלֶּה, אָה, אָה, לֹא קַיָּימִים, אוֹ שֶׁאֲנִי לֹא רָאִיתִי אוֹתָם מֵעוֹלָם.
gold_000_line_030|"וּבְכָל מָקוֹם שֶׁאֲנִי הוֹלֵךְ אֵלָיו וְנִפְגַּשׁ עִם אֲנָשִׁים, מַנְכַּ""לִים, מַנְכַּ""לִיוֹת שֶׁל כָּל מִינֵי גּוּפִים גְּדוֹלִים,"|"וּבְכָל מָקוֹם שֶׁאֲנִי הוֹלֵךְ אֵלָיו וְנִפְגַּשׁ עִם אֲנָשִׁים, מַנְכַּ""לִים, מַנְכַּ""לִיוֹת שֶׁל כָּל מִינֵי גּוּפִים גְּדוֹלִים,"
gold_000_line_031|הֵם כּוּלָּם יוֹדְעִים שֶׁזֶּה קַיָּים.|הֵם כּוּלָּם יוֹדְעִים שֶׁזֶּה קַיָּים.
gold_000_line_032|הֵם כּוּלָּם יוֹדְעִים שֶׁזֶּה קַיָּים, לֹא אֶצְלֵנוּ, אֶלָּא בִּכְלָל בַּתַּעֲשִׂיָּיה הַזֹּאת, כִּי הֵם שָׂמִים אֶת הַצֵּ'קִים הָאֵלֶּה.|הֵם כּוּלָּם יוֹדְעִים שֶׁזֶּה קַיָּים, לֹא אֶצְלֵנוּ, אֶלָּא בִּכְלָל בַּתַּעֲשִׂיָּיה הַזֹּאת, כִּי הֵם שָׂמִים אֶת הַצֵּ'קִים הָאֵלֶּה.
gold_000_line_033|וְחֵלֶק מֵהַכֶּסֶף הַזֶּה, חֵלֶק מֵהַכֶּסֶף שֶׁהוֹלֵךְ לִכְנָסִים וְתוֹכֶן שִׁיוּוּקִי,|וְחֵלֶק מֵהַכֶּסֶף הַזֶּה, חֵלֶק מֵהַכֶּסֶף שֶׁהוֹלֵךְ לִכְנָסִים וְתוֹכֶן שִׁיוּוּקִי,
gold_000_line_034|זֶה בֶּאֱמֶת כֶּסֶף תָּמִים שֶׁהוֹלֵךְ לְתוֹכֶן שִׁיוּוּקִי, כֵּן? נִיסָּיוֹן לְקַדֵּם אֶת הָ-אָה, מוּתָג שֶׁלָּהֶם.|זֶה בֶּאֱמֶת כֶּסֶף תָּמִים שֶׁהוֹלֵךְ לְתוֹכֶן שִׁיוּוּקִי, כֵּן? נִיסָּיוֹן לְקַדֵּם אֶת הָ-אָה, מוּתָג שֶׁלָּהֶם.
gold_000_line_035|אֲבָל חֵלֶק מִזֶּה, זֶה גַּם מֵעֵבֶר לְזֶה. זֹאת אוֹמֶרֶת, הֵם יוֹדְעִים שֶׁאִם הַמִּתְחָרָה שֶׁלָּהֶם,|אֲבָל חֵלֶק מִזֶּה, זֶה גַּם מֵעֵבֶר לְזֶה. זֹאת אוֹמֶרֶת, הֵם יוֹדְעִים שֶׁאִם הַמִּתְחָרָה שֶׁלָּהֶם,
gold_000_line_036|לֹא מְשַׁנֶּה עַכְשָׁיו, זֶה בַּנְק, חֶבְרַת בִּיטּוּחַ, וּואטְאבֶּר, שָׁם אֵיזֶשֶׁהוּ צֵ'ק שֶׁל מִילְיוֹן שֶׁקֶל,|לֹא מְשַׁנֶּה עַכְשָׁיו, זֶה בַּנְק, חֶבְרַת בִּיטּוּחַ, וּואטְאבֶּר, שָׁם אֵיזֶשֶׁהוּ צֵ'ק שֶׁל מִילְיוֹן שֶׁקֶל,
gold_000_line_037|עַל שִׁיתּוּף פְּעוּלָּה עִם אֵיזֶשֶׁהוּ עִיתּוֹן אוֹ טֵלֵוִויזְיָה, כִּי רָאִינוּ אֶת הַכְּנָסִים הָאֵלֶּה קוֹרִים גַּם בַּטֵּלֵוִויזְיוֹת.|עַל שִׁיתּוּף פְּעוּלָּה עִם אֵיזֶשֶׁהוּ עִיתּוֹן אוֹ טֵלֵוִויזְיָה, כִּי רָאִינוּ אֶת הַכְּנָסִים הָאֵלֶּה קוֹרִים גַּם בַּטֵּלֵוִויזְיוֹת.
gold_000_line_038|אָז, אִם הֵם יוֹדְעִים שֶׁהַמִּתְחָרִים שֶׁלָּהֶם עָשׂוּ אֶת זֶה, הֵם מְבִינִים, גַּם בְּלִי שֶׁמִּישֶׁהוּ יַגִּיד,|אָז, אִם הֵם יוֹדְעִים שֶׁהַמִּתְחָרִים שֶׁלָּהֶם עָשׂוּ אֶת זֶה, הֵם מְבִינִים, גַּם בְּלִי שֶׁמִּישֶׁהוּ יַגִּיד,
gold_000_line_039|שֶׁלַּמִּתְחָרִים שֶׁלָּהֶם יֵשׁ אֵיזֶשֶׁהוּ מָנוֹף קָטָן,|שֶׁלַּמִּתְחָרִים שֶׁלָּהֶם יֵשׁ אֵיזֶשֶׁהוּ מָנוֹף קָטָן,
gold_000_line_040|עַל אוֹתוֹ כְּלֵי תִּקְשׁוֹרֶת, וְלָכֵן כְּדַאי גַּם לָהֶם|עַל אוֹתוֹ כְּלֵי תִּקְשׁוֹרֶת, וְלָכֵן כְּדַאי גַּם לָהֶם
gold_000_line_041|לַעֲשׂוֹת אֵיזֶשֶׁהוּ שִׁיתּוּף פְּעוּלָּה מִסְחָרִי. שׁוּב, גַּם|לַעֲשׂוֹת אֵיזֶשֶׁהוּ שִׁיתּוּף פְּעוּלָּה מִסְחָרִי. שׁוּב, גַּם
gold_000_line_042|מֵהַטַּעַם הַזֶּה שֶׁהֵם רוֹצִים לְקַדֵּם אֶת הַמּוּתָג שֶׁלָּהֶם, אֶת הַשֵּׁירוּת שֶׁלָּהֶם, אֶת הַמּוּצָר שֶׁלָּהֶם, מָה שֶׁזֶּה לֹא יִהְיֶה,|מֵהַטַּעַם הַזֶּה שֶׁהֵם רוֹצִים לְקַדֵּם אֶת הַמּוּתָג שֶׁלָּהֶם, אֶת הַשֵּׁירוּת שֶׁלָּהֶם, אֶת הַמּוּצָר שֶׁלָּהֶם, מָה שֶׁזֶּה לֹא יִהְיֶה,
gold_000_line_043|אֲבָל גַּם מֵהַטַּעַם הַזֶּה, שֶׁכְּדַאי לְהִישָּׁאֵר חֲבֵרִים שֶׁל כְּלֵי הַתִּקְשׁוֹרֶת.|אֲבָל גַּם מֵהַטַּעַם הַזֶּה, שֶׁכְּדַאי לְהִישָּׁאֵר חֲבֵרִים שֶׁל כְּלֵי הַתִּקְשׁוֹרֶת.
gold_000_line_044|ל-, לֹא רַק שֶׁאֵין קֶשֶׁר, הֵם מִתְחָרִים. נוֹנִי מוּזָס יוֹשֵׁב עַלְ|ל-, לֹא רַק שֶׁאֵין קֶשֶׁר, הֵם מִתְחָרִים. נוֹנִי מוּזָס יוֹשֵׁב עַלְ
gold_000_line_045|וַואי נֶט, וְ-אָה, אַלוֹבִיץ' שׁוֹלֵט ב-אָה, בְּוָואלָה, אֵלֶּה שְׁנֵי אֲתָרִים, בְ-, בְ-, אַתְּ יוֹדַעַת, שֶׁנִּמְצֵאת בְּתַחֲרוּת מְטוֹרֶפֶת,|וַואי נֶט, וְ-אָה, אַלוֹבִיץ' שׁוֹלֵט ב-אָה, בְּוָואלָה, אֵלֶּה שְׁנֵי אֲתָרִים, בְ-, בְ-, אַתְּ יוֹדַעַת, שֶׁנִּמְצֵאת בְּתַחֲרוּת מְטוֹרֶפֶת,
gold_000_line_046|וְהִנֵּה הַבְּעָלִים שֶׁלְּךָ, אַהַמ, אוֹמֵר, עֲזוֹב, אַל תִּיגַּע בַּמִּתְחָרָה שֶׁלִּי, אֲנִי, אֲנִי, אֲנִי לֹא רוֹצָה שֶׁהוּא יִכְעַס, לֹא, לֹא רוֹצָה שֶׁהוּא…|וְהִנֵּה הַבְּעָלִים שֶׁלְּךָ, אַהַמ, אוֹמֵר, עֲזוֹב, אַל תִּיגַּע בַּמִּתְחָרָה שֶׁלִּי, אֲנִי, אֲנִי, אֲנִי לֹא רוֹצָה שֶׁהוּא יִכְעַס, לֹא, לֹא רוֹצָה שֶׁהוּא…
gold_000_line_047|לֹא רוֹצָה שֶׁהוּא יִהְיֶה כּוֹעֵס מִדַּי. זֶה-, זֶה הָזוּי, זֶה מַצָּב הָזוּי לַחֲלוּטִין.|לֹא רוֹצָה שֶׁהוּא יִהְיֶה כּוֹעֵס מִדַּי. זֶה-, זֶה הָזוּי, זֶה מַצָּב הָזוּי לַחֲלוּטִין.
gold_000_line_048|כֵּן, חַד מַשְׁמָעִית כֵּן. אָז אָז, בּוֹאִי נְדַבֵּר עַל זֶה, כִּי זֶה סִיפּוּר דֵּי מַדְהִים.|כֵּן, חַד מַשְׁמָעִית כֵּן. אָז אָז, בּוֹאִי נְדַבֵּר עַל זֶה, כִּי זֶה סִיפּוּר דֵּי מַדְהִים.
gold_000_line_049|,בַּנְק הַפּוֹעֲלִים הוּא אֶחָד מִשְּׁנִי, אָה, הַבַּנְקִים, הָ-אָה, הַגְּדוֹלִים בְּיִשְׂרָאֵל, כִּמְעַט מְיוּתָּר, אָה, לְהַגִּיד אֶת זֶה,|,בַּנְק הַפּוֹעֲלִים הוּא אֶחָד מִשְּׁנִי, אָה, הַבַּנְקִים, הָ-אָה, הַגְּדוֹלִים בְּיִשְׂרָאֵל, כִּמְעַט מְיוּתָּר, אָה, לְהַגִּיד אֶת זֶה,
gold_000_line_050|וּבְתוֹר אֶחָד מִשְּׁנֵי הַבַּנְקִים הֲכִי גְּדוֹלִים בְּיִשְׂרָאֵל, הוּא|וּבְתוֹר אֶחָד מִשְּׁנֵי הַבַּנְקִים הֲכִי גְּדוֹלִים בְּיִשְׂרָאֵל, הוּא
gold_000_line_051|בְּעֶצֶם גַּם אַהַמ, אַהַמ, מְלַוֶּוה הַרְבֵּה מְאוֹד כֶּסֶף, בֵּין הַיֶּתֶר גַּם לְגוּפֵי הַתִּקְשׁוֹרֶת, וְלֹא רַק לְגוּפֵי הַתִּקְשׁוֹרֶת,|בְּעֶצֶם גַּם אַהַמ, אַהַמ, מְלַוֶּוה הַרְבֵּה מְאוֹד כֶּסֶף, בֵּין הַיֶּתֶר גַּם לְגוּפֵי הַתִּקְשׁוֹרֶת, וְלֹא רַק לְגוּפֵי הַתִּקְשׁוֹרֶת,
gold_000_line_052|אֶלָּא גַּם לַבְּעָלִים שֶׁל גּוּפֵי הַתִּקְשׁוֹרֶת אָה, אָה, שֶׁמַּחֲזִיקִים בָּהֶם, כְּמוֹ לְמָשָׁל,|אֶלָּא גַּם לַבְּעָלִים שֶׁל גּוּפֵי הַתִּקְשׁוֹרֶת אָה, אָה, שֶׁמַּחֲזִיקִים בָּהֶם, כְּמוֹ לְמָשָׁל,
gold_000_line_053|אָה, שָׁאוּל אַלוֹבִיץ'. לְמָשָׁל, אֲנַחְנוּ, אָה, מַכִּירִים מִגְּזָרָה אַחֶרֶת, עָמוּס שׁוֹקָן, הָ-אָה, הַמּוֹצִיא לָאוֹר שֶׁל-אָה, שֶׁל הָאָרֶץ,|אָה, שָׁאוּל אַלוֹבִיץ'. לְמָשָׁל, אֲנַחְנוּ, אָה, מַכִּירִים מִגְּזָרָה אַחֶרֶת, עָמוּס שׁוֹקָן, הָ-אָה, הַמּוֹצִיא לָאוֹר שֶׁל-אָה, שֶׁל הָאָרֶץ,
gold_000_line_054|אָה, סִיפֵּר בֶּעָבָר עַל לְחָצִים, אָה, אָה, שֶׁהוּפְעֲלוּ עָלָיו, אָה, מִכֵּיוָון בַּנְק הַפּוֹעֲלִים, שֶׁהוּא חָשׂוּף עֲלֵיהֶם בְּהַלְוָואוֹת,|אָה, סִיפֵּר בֶּעָבָר עַל לְחָצִים, אָה, אָה, שֶׁהוּפְעֲלוּ עָלָיו, אָה, מִכֵּיוָון בַּנְק הַפּוֹעֲלִים, שֶׁהוּא חָשׂוּף עֲלֵיהֶם בְּהַלְוָואוֹת,
gold_000_line_055|אָה, וְכָל מִינִי לְחָצִים אֲחֵרִים. בַּמִּקְרֶה הַזֶּה, בַּחֲקִירָה הַנֶּגְדִּית שֶׁל, אָה, יְשׁוּעָה,|אָה, וְכָל מִינִי לְחָצִים אֲחֵרִים. בַּמִּקְרֶה הַזֶּה, בַּחֲקִירָה הַנֶּגְדִּית שֶׁל, אָה, יְשׁוּעָה,
gold_000_line_056|"אָה, עוֹלֶה אֵיזֶשֶׁהוּ סִיפּוּר עַל הָאָח שֶׁל הַמַּנְכַּ""ל שֶׁל בַּנְק הַפּוּ-אָה, שֶׁל בַּנְק הַפּוֹעֲלִים."|"אָה, עוֹלֶה אֵיזֶשֶׁהוּ סִיפּוּר עַל הָאָח שֶׁל הַמַּנְכַּ""ל שֶׁל בַּנְק הַפּוּ-אָה, שֶׁל בַּנְק הַפּוֹעֲלִים."
gold_000_line_057|"אָה, בַּנְק הַפּוֹעֲלִים, הַמַּנְכַּ""ל שֶׁלּוֹ בְּאוֹתָהּ תְּקוּפָה הָיָה צִיּוֹן קֵינָן,"|"אָה, בַּנְק הַפּוֹעֲלִים, הַמַּנְכַּ""ל שֶׁלּוֹ בְּאוֹתָהּ תְּקוּפָה הָיָה צִיּוֹן קֵינָן,"
gold_000_line_058|זוֹ הָיְיתָה יְדִיעָה עַל אָח שֶׁלּוֹ, וְאֵיזֶשֶׁהוּ מַשֶּׁהוּ שֶׁקָּשׁוּר אֵלָיו, אֵיזוֹשֶׁהִי יְדִיעָה מְאוֹד לֹא מַחְמִיאָה, אָה, אָה, הַיְּדִיעָה עַצְמָהּ לֹא מְאוֹד מְעַנְיֶינֶת.|זוֹ הָיְיתָה יְדִיעָה עַל אָח שֶׁלּוֹ, וְאֵיזֶשֶׁהוּ מַשֶּׁהוּ שֶׁקָּשׁוּר אֵלָיו, אֵיזוֹשֶׁהִי יְדִיעָה מְאוֹד לֹא מַחְמִיאָה, אָה, אָה, הַיְּדִיעָה עַצְמָהּ לֹא מְאוֹד מְעַנְיֶינֶת.
gold_000_line_059|מָה שֶׁמְּעַנְיֵין פֹּה זֶה לִרְאוֹת בֶּאֱמֶת אֶת הַלַּחַץ הַמְּטוֹרָף, אָה, שֶׁעוֹלֶה מֵהַהִתְכַּתְּבוּתָ|מָה שֶׁמְּעַנְיֵין פֹּה זֶה לִרְאוֹת בֶּאֱמֶת אֶת הַלַּחַץ הַמְּטוֹרָף, אָה, שֶׁעוֹלֶה מֵהַהִתְכַּתְּבוּתָ
gold_000_line_060|"אָה, שֶׁל… בֵּין אִילָן יְשׁוּעָה, הַמַּנְכַּ""ל, לְבֵין הָעוֹרֵךְ הָרָאשִׁי שֶׁל וָואלָה בְּאוֹתָהּ תְּקוּפָה, אָבִי אֶלְקְלְעִי,"|"אָה, שֶׁל… בֵּין אִילָן יְשׁוּעָה, הַמַּנְכַּ""ל, לְבֵין הָעוֹרֵךְ הָרָאשִׁי שֶׁל וָואלָה בְּאוֹתָהּ תְּקוּפָה, אָבִי אֶלְקְלְעִי,"
gold_000_line_061|אָה, שְׁנֵי אֲנָשִׁים שֶׁלְּפָחוֹת בְּאוֹתָהּ תְּקוּפָה הָיוּ מְאוֹד קְרוֹבִים.|אָה, שְׁנֵי אֲנָשִׁים שֶׁלְּפָחוֹת בְּאוֹתָהּ תְּקוּפָה הָיוּ מְאוֹד קְרוֹבִים.
gold_000_line_062|וְאִילָן יְשׁוּעָה, אָה, מַמָּשׁ גּוֹעֵר בְּצוּרָה מְאוֹד מְאוֹד תְּקִיפָה בְּעוֹרֵךְ הָרָאשִׁי שֶׁלּוֹ, וְאוֹמֵר,|וְאִילָן יְשׁוּעָה, אָה, מַמָּשׁ גּוֹעֵר בְּצוּרָה מְאוֹד מְאוֹד תְּקִיפָה בְּעוֹרֵךְ הָרָאשִׁי שֶׁלּוֹ, וְאוֹמֵר,
gold_000_line_063|אֲנִי מְבַקֵּשׁ שֶׁתָּעִיֵף אֶת הַיְּדִיעָה הַזּוֹ לְכָל הָרוּחוֹת,תּוֹרִיד אֶת הַתְּמוּנָה, זֶה מַמָּשׁ לֹא בְּסֵדֶר,|אֲנִי מְבַקֵּשׁ שֶׁתָּעִיֵף אֶת הַיְּדִיעָה הַזּוֹ לְכָל הָרוּחוֹת,תּוֹרִיד אֶת הַתְּמוּנָה, זֶה מַמָּשׁ לֹא בְּסֵדֶר,
gold_000_line_064|אָה, אֲנִי לֹא רוֹצָה כָּזֶה אֲתַר.|אָה, אֲנִי לֹא רוֹצָה כָּזֶה אֲתַר.
